"fullQualifiedDependentElementName","dependentElementModuleName","dependentElementName","dependentElementLabels","numberOfUsingModules","Source Cypher File: domains/internal-dependencies/queries/internal-dependencies/List_elements_that_are_used_by_many_different_modules_for_Typescript.cypher"
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/server.ts"".CreateRequestHandlerFunction","server.ts","CreateRequestHandlerFunction","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/rsc/server.rsc.ts"".DecodeActionFunction","server.rsc.ts","DecodeActionFunction","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/rsc/server.rsc.ts"".DecodeFormStateFunction","server.rsc.ts","DecodeFormStateFunction","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/rsc/server.rsc.ts"".DecodeReplyFunction","server.rsc.ts","DecodeReplyFunction","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/utils.ts"".ErrorResponse","utils.ts","ErrorResponse","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/router.ts"".Fetcher","router.ts","Fetcher","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/dom/dom.ts"".FetcherSubmitOptions","dom.ts","FetcherSubmitOptions","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-express/server.ts"".GetLoadContextFunction","server.ts","GetLoadContextFunction","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-architect/server.ts"".GetLoadContextFunction","server.ts","GetLoadContextFunction","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-cloudflare/worker.ts"".GetLoadContextFunction","worker.ts","GetLoadContextFunction","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/router.ts"".GetScrollPositionFunction","router.ts","GetScrollPositionFunction","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/router.ts"".GetScrollRestorationKeyFunction","router.ts","GetScrollRestorationKeyFunction","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/build.ts"".HandleDataRequestFunction","build.ts","HandleDataRequestFunction","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/build.ts"".HandleDocumentRequestFunction","build.ts","HandleDocumentRequestFunction","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/build.ts"".HandleErrorFunction","build.ts","HandleErrorFunction","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/dom/ssr/routeModules.ts"".HeadersFunction","routeModules.ts","HeadersFunction","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/history.ts"".History","history.ts","History","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/router.ts"".IDLE_BLOCKER","router.ts","IDLE_BLOCKER","Variable",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/router.ts"".IDLE_FETCHER","router.ts","IDLE_FETCHER","Variable",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/router.ts"".IDLE_NAVIGATION","router.ts","IDLE_NAVIGATION","Variable",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/instrumentation.ts"".InstrumentRequestHandlerFunction","instrumentation.ts","InstrumentRequestHandlerFunction","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/utils.ts"".LazyRouteFunction","utils.ts","LazyRouteFunction","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/links.ts"".LinkDescriptor","links.ts","LinkDescriptor","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/rsc/server.rsc.ts"".LoadServerActionFunction","server.rsc.ts","LoadServerActionFunction","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/utils.ts"".MapRoutePropertiesFunction","utils.ts","MapRoutePropertiesFunction","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/context.ts"".NavigateOptions","context.ts","NavigateOptions","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/router.ts"".Navigation","router.ts","Navigation","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/url.ts"".PROTOCOL_RELATIVE_URL_REGEX","url.ts","PROTOCOL_RELATIVE_URL_REGEX","Variable",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/links.ts"".PageLinkDescriptor","links.ts","PageLinkDescriptor","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/dom/dom.ts"".ParamKeyValuePair","dom.ts","ParamKeyValuePair","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/utils.ts"".ParamParseKey","utils.ts","ParamParseKey","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/utils.ts"".PatchRoutesOnNavigationFunctionArgs","utils.ts","PatchRoutesOnNavigationFunctionArgs","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/utils.ts"".PathMatch","utils.ts","PathMatch","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/utils.ts"".PathPattern","utils.ts","PathPattern","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/config/config.ts"".PrerenderPaths","config.ts","PrerenderPaths","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/config/config.ts"".Preset","config.ts","Preset","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/rsc/server.rsc.ts"".RSCMatch","server.rsc.ts","RSCMatch","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/config/config.ts"".ReactRouterConfig","config.ts","ReactRouterConfig","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-express/server.ts"".RequestHandler","server.ts","RequestHandler","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-architect/server.ts"".RequestHandler","server.ts","RequestHandler","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-cloudflare/worker.ts"".RequestHandler","worker.ts","RequestHandler","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-node/server.ts"".RequestListenerOptions","server.ts","RequestListenerOptions","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/router.ts"".RevalidationState","router.ts","RevalidationState","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-remix-routes-option-adapter/manifest.ts"".RouteManifest","manifest.ts","RouteManifest","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/types/route-module.ts"".RouteModule","route-module.ts","RouteModule","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/router.ts"".RouterInit","router.ts","RouterInit","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/router.ts"".RouterSubscriber","router.ts","RouterSubscriber","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/types/route-data.ts"".SerializeFrom","route-data.ts","SerializeFrom","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/config/config.ts"".ServerBundlesFunction","config.ts","ServerBundlesFunction","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/build.ts"".ServerEntryModule","build.ts","ServerEntryModule","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/instrumentation.ts"".ServerInstrumentation","instrumentation.ts","ServerInstrumentation","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/dom/ssr/routeModules.ts"".ServerRouteModule","routeModules.ts","ServerRouteModule","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/utils.ts"".ShouldRevalidateFunctionArgs","utils.ts","ShouldRevalidateFunctionArgs","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/dom/ssr/single-fetch.tsx"".SingleFetchRedirectSymbol","single-fetch.tsx","SingleFetchRedirectSymbol","ExternalDeclaration",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/vendor/turbo-stream-v2/utils.ts"".ThisEncode","utils.ts","ThisEncode","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/dom/dom.ts"".URLSearchParamsInit","dom.ts","URLSearchParamsInit","TypeAlias",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/combine-urls.ts"".combineURLs","combine-urls.ts","combineURLs","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/utils.ts"".convertRouteMatchToUiMatch","utils.ts","convertRouteMatchToUiMatch","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/history.ts"".createBrowserURLImpl","history.ts","createBrowserURLImpl","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-cloudflare/worker.ts"".createPagesFunctionHandlerParams","worker.ts","createPagesFunctionHandlerParams","Interface",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-cloudflare/worker.ts"".createRequestHandler","worker.ts","createRequestHandler","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/rsc/virtual-route-config.ts"".createVirtualRouteConfig","virtual-route-config.ts","createVirtualRouteConfig","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/utils.ts"".data","utils.ts","data","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/with-props.ts"".decorateComponentExportsWithProps","with-props.ts","decorateComponentExportsWithProps","Variable",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/vite.ts"".defineOptimizeDepsCompilerOptions","vite.ts","defineOptimizeDepsCompilerOptions","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/utils.ts"".flattenAndRankRoutes","utils.ts","flattenAndRankRoutes","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/styles.ts"".getCssStringFromViteDevModuleCode","styles.ts","getCssStringFromViteDevModuleCode","Variable",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/plugin.ts"".getPrerenderPaths","plugin.ts","getPrerenderPaths","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/route-chunks.ts"".getRouteChunkModuleId","route-chunks.ts","getRouteChunkModuleId","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/route-chunks.ts"".getRouteChunkNameFromModuleId","route-chunks.ts","getRouteChunkNameFromModuleId","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/utils.ts"".getRoutePattern","utils.ts","getRoutePattern","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/styles.ts"".getStylesForPathname","styles.ts","getStylesForPathname","Variable",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/has-rsc-plugin.ts"".hasReactRouterRscPlugin","has-rsc-plugin.ts","hasReactRouterRscPlugin","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/config/routes.ts"".index","routes.ts","index","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/instrumentation.ts"".instrumentClientSideRouter","instrumentation.ts","instrumentClientSideRouter","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/utils.ts"".isAbsoluteUrl","utils.ts","isAbsoluteUrl","Variable",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/styles.ts"".isCssModulesFile","styles.ts","isCssModulesFile","Variable",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/router.ts"".isMutationMethod","router.ts","isMutationMethod","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/router.ts"".isRedirectStatusCode","router.ts","isRedirectStatusCode","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/router.ts"".isResponse","router.ts","isResponse","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/route-chunks.ts"".isRouteChunkModuleId","route-chunks.ts","isRouteChunkModuleId","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/config/routes.ts"".layout","routes.ts","layout","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/utils.ts"".matchRoutes","utils.ts","matchRoutes","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-fs-routes/normalizeSlashes.ts"".normalizeSlashes","normalizeSlashes.ts","normalizeSlashes","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/config/routes.ts"".prefix","routes.ts","prefix","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/config/config.ts"".resolveEntryFiles","config.ts","resolveEntryFiles","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/resolve-file-url.ts"".resolveFileUrl","resolve-file-url.ts","resolveFileUrl","Variable",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/config/config.ts"".resolveRSCEntryFiles","config.ts","resolveRSCEntryFiles","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/config/routes.ts"".route","routes.ts","route","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/create-react-router/utils.ts"".shouldUseAscii","utils.ts","shouldUseAscii","Variable",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/profiler.ts"".start","profiler.ts","start","Variable",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/profiler.ts"".stop","profiler.ts","stop","Variable",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/rsc/virtual-route-modules.ts"".virtualRouteModulesPlugin","virtual-route-modules.ts","virtualRouteModulesPlugin","Function",2,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/url.ts"".ABSOLUTE_URL_REGEX","url.ts","ABSOLUTE_URL_REGEX","Variable",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/history.ts"".BrowserHistory","history.ts","BrowserHistory","Interface",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/config/config.ts"".BuildManifest","config.ts","BuildManifest","TypeAlias",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/cache.ts"".Cache","cache.ts","Cache","TypeAlias",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/components.tsx"".ClientOnErrorFunction","components.tsx","ClientOnErrorFunction","ExternalDeclaration",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/config/config.ts"".ConfigLoader","config.ts","ConfigLoader","TypeAlias",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/typegen/context.ts"".Context","context.ts","Context","TypeAlias",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/router.ts"".CreateStaticHandlerOptions","router.ts","CreateStaticHandlerOptions","Interface",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/utils.ts"".DataIndexRouteObject","utils.ts","DataIndexRouteObject","TypeAlias",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/utils.ts"".DataNonIndexRouteObject","utils.ts","DataNonIndexRouteObject","TypeAlias",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/context.ts"".DataRouterContextObject","context.ts","DataRouterContextObject","Interface",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/vendor/turbo-stream-v2/utils.ts"".DecodePlugin","utils.ts","DecodePlugin","TypeAlias",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/vendor/turbo-stream-v2/utils.ts"".Deferred","utils.ts","Deferred","Class",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-remix-routes-option-adapter/defineRoutes.ts"".DefineRoutesFunction","defineRoutes.ts","DefineRoutesFunction","TypeAlias",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/vendor/turbo-stream-v2/utils.ts"".EncodePlugin","utils.ts","EncodePlugin","TypeAlias",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/context.ts"".FetchersContextObject","context.ts","FetchersContextObject","TypeAlias",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/dom/ssr/entry.ts"".FrameworkContextObject","entry.ts","FrameworkContextObject","Interface",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/types/utils.ts"".Func","utils.ts","Func","TypeAlias",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/router.ts"".FutureConfig","router.ts","FutureConfig","Interface",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/types/route-data.ts"".GetActionData","route-data.ts","GetActionData","TypeAlias",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/types/route-data.ts"".GetLoaderData","route-data.ts","GetLoaderData","TypeAlias",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/utils.ts"".HTMLFormMethod","utils.ts","HTMLFormMethod","TypeAlias",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/history.ts"".HashHistory","history.ts","HashHistory","Interface",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/history.ts"".InitialEntry","history.ts","InitialEntry","TypeAlias",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/sessions"".IsSessionFunction","sessions","IsSessionFunction","ExternalDeclaration",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/utils.ts"".LazyRouteObject","utils.ts","LazyRouteObject","TypeAlias",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/plugin.ts"".LoadCssContents","plugin.ts","LoadCssContents","TypeAlias",1,""
"""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/history.ts"".MemoryHistory","history.ts","MemoryHistory","Interface",1,""
