"artifactName","packageName","typeName","sumEffectiveLinesOfMethodCode","maxEffectiveLinesOfMethodCode","methodWithMaxEffectiveLinesOfMethodCode","maxCyclomaticComplexity","methodWithMaxCyclomaticComplexity","Source Cypher File: domains/java/queries/method-metrics/Effective_lines_of_method_code_per_type.cypher"
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.autoconfig","JpaDeadLetterQueueAutoConfiguration",9,6,"lambda$jpaDeadLetterQueueFactory$0",1,"lambda$jpaDeadLetterQueueFactory$0",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.child","CommandTargetResolver",8,7,"lambda$MATCH_ANY$0",4,"lambda$MATCH_ANY$0",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.child","ListEntityChildMetamodel$Builder",8,2,"childEntityFieldDefinition",1,"eventTargetMatcher",""
"axon-modelling-5.1.2","org.axonframework.modelling.configuration","ModellingConfigurationDefaults",8,5,"enhance",1,"enhance",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.api.query","AxonServerNonTransientRemoteQueryHandlingException",8,4,"<init>",1,"getErrorCode",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.api.command","AxonServerNonTransientRemoteCommandHandlingException",8,4,"<init>",1,"getServer",""
"axon-common-5.1.2","org.axonframework.common","TypeReflectionUtils$VarMap$ParameterizedTypeImpl",8,5,"<init>",1,"getOwnerType",""
"axon-common-5.1.2","org.axonframework.common","ClassUtils",8,3,"lambda$loadClass$0",3,"lambda$loadClass$0",""
"axon-common-5.1.2","org.axonframework.common.property","DirectlyAccessedProperty",8,4,"<init>",3,"getValue",""
"axon-common-5.1.2","org.axonframework.common.configuration","AbstractComponent$HandlerRegistration",8,3,"<init>",1,"phase",""
"axon-common-5.1.2","org.axonframework.common.configuration","InstantiatedComponentDefinition",8,3,"<init>",1,"doResolve",""
"axon-common-5.1.2","org.axonframework.common.configuration","SearchScope",8,4,"<clinit>",1,"$values",""
"axon-common-5.1.2","org.axonframework.common.configuration","OverridePolicy",8,4,"<clinit>",1,"<init>",""
"axon-tracing-opentelemetry-5.1.2","org.axonframework.extension.tracing.opentelemetry","MetadataContextSetter",8,4,"set",3,"set",""
"axon-messaging-5.1.2","org.axonframework.messaging.monitoring","MultiMessageMonitor$1",8,2,"reportFailure",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.monitoring","NoOpMessageMonitor",8,2,"<clinit>",1,"valueOf",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.annotation","MethodCommandHandlerDefinition",8,7,"wrapHandler",3,"wrapHandler",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.gateway","ConvertingCommandGateway",8,4,"<init>",1,"send",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.annotation","MethodEventHandlerDefinition$MethodEventMessageHandlingMember",8,6,"<init>",3,"canHandle",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token","TrackingToken",8,4,"<clinit>",4,"samePositionAs",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token","WrappedToken",8,5,"unwrap",3,"unwrap",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","WorkPackage$DefaultProcessingEntry",8,4,"<init>",2,"addToBatch",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","SimpleSegmentChangeListener",8,6,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventstreaming","StartingFrom",8,3,"or",3,"or",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.interception","InterceptingQueryBus$SubscriptionQueryInterceptingDispatcher",8,4,"<init>",1,"lambda$dispatch$0",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.interception","InterceptingQueryBus$SubscribeToUpdatesInterceptingDispatcher",8,4,"<init>",1,"dispatch",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","MessageHandlingMember",8,2,"signature",1,"signature",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","DefaultParameterResolverFactory$MessageParameterResolver",8,4,"matches",2,"matches",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","SimpleResourceParameterResolverFactory",8,5,"createInstance",3,"createInstance",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.correlation","MultiCorrelationDataProvider",8,5,"correlationDataFor",2,"correlationDataFor",""
"axon-messaging-5.1.2","org.axonframework.messaging.tracing","TracingHandlerEnhancerDefinition$Builder",8,3,"spanFactory",1,"showEventSourcingHandlers",""
"axon-messaging-5.1.2","org.axonframework.messaging.tracing","NoOpSpanFactory$NoOpSpan",8,1,"addAttribute",1,"addAttribute",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.child","GetterSetterChildEntityFieldDefinition",7,4,"<init>",1,"<init>",""
"axon-update-5.1.2","org.axonframework.update.api","ArtifactAvailableUpgrade",7,1,"groupId",1,"groupId",""
"axon-update-5.1.2","org.axonframework.update.configuration","CommandLineUsagePropertyProvider",7,4,"getDisabled",2,"getDisabled",""
"axon-common-5.1.2","org.axonframework.common.annotation","RegistrationScope$Scope",7,3,"<clinit>",1,"$values",""
"axon-common-5.1.2","org.axonframework.common.property","DirectPropertyAccessStrategy",7,5,"propertyFor",3,"propertyFor",""
"axon-common-5.1.2","org.axonframework.common.caching","Cache$EntryListenerAdapter",7,1,"onEntryExpired",1,"onEntryExpired",""
"axon-common-5.1.2","org.axonframework.common.lock","NullLockFactory",7,2,"<clinit>",1,"values",""
"axon-common-5.1.2","org.axonframework.common.configuration","ComponentNotFoundException",7,3,"exceptionMessageFor",2,"exceptionMessageFor",""
"axon-test-5.1.2","org.axonframework.test.fixture","RecordingComponentsRegistry",7,2,"registerEventSink",1,"eventSink",""
"axon-test-5.1.2","org.axonframework.test.matchers","EqualsMatcher",7,3,"<init>",1,"<init>",""
"axon-test-5.1.2","org.axonframework.test.matchers","EmptyCollectionMatcher",7,3,"<init>",3,"matches",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","ConsistencyMarkers$InfinityConsistencyMarker",7,2,"<init>",2,"position",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","ConsistencyMarkers$OriginConsistencyMarker",7,2,"<init>",1,"lowerBound",""
"axon-metrics-micrometer-5.1.2","org.axonframework.extension.metrics.micrometer","CapacityMonitor$1",7,2,"reportFailure",1,"reportFailure",""
"axon-conversion-5.1.2","org.axonframework.conversion","DelegatingGeneralConverter",7,3,"<init>",1,"convert",""
"axon-conversion-5.1.2","org.axonframework.conversion.avro","AvroConverterStrategyConfiguration",7,1,"performAvroCompatibilityCheck",1,"performAvroCompatibilityCheck",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling","CommandMessage",7,1,"withConvertedPayload",1,"withConvertedPayload",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","EventMessage",7,1,"withConvertedPayload",1,"withConvertedPayload",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","DelegatingEventBus",7,3,"<init>",1,"publish",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay","ResetContext",7,1,"withConvertedPayload",1,"withConvertedPayload",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay","ReplayStatusChanged",7,1,"withMetadata",1,"withMetadata",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay.annotation","ReplayParameterResolverFactory$ReplayParameterResolver",7,5,"resolveParameterValue",4,"resolveParameterValue",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token.annotation","TrackingTokenParameterResolverFactory$TrackingTokenParameterResolver",7,4,"resolveParameterValue",1,"resolveParameterValue",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.tracing","DefaultEventBusSpanFactory$Builder",7,3,"spanFactory",1,"spanFactory",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling","QueryMessage",7,1,"withConvertedPayload",1,"withConvertedPayload",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling","MonoSinkWrapper",7,3,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.tracing","DefaultQueryUpdateEmitterSpanFactory$Builder",7,3,"spanFactory",1,"validate",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","ResultMessage",7,1,"withConvertedPayload",1,"withConvertedPayload",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","MessageStreamUtils",7,3,"reduce",1,"reduce",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","OnNextMessageStream",7,3,"next",1,"next",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","EmptyContext",7,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","AbstractMessageStream$FetchResult$Error",7,3,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","ClassBasedMessageTypeResolver",7,3,"<init>",1,"resolve",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","IteratorMessageStream",7,3,"<init>",2,"fetchNext",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","AnnotatedHandlerInspector$ExecutableSignature",7,1,"of",1,"of",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","ResultParameterResolverFactory$ExceptionResultParameterResolver",7,3,"matches",3,"matches",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.sequencing","RoutingKeySequencingPolicy",7,3,"sequenceIdentifierFor",1,"sequenceIdentifierFor",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.sequencing","HierarchicalSequencingPolicy",7,4,"<init>",1,"lambda$sequenceIdentifierFor$0",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.retry","RetryOutcome",7,4,"<init>",1,"rescheduleInterval",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.timeout","AxonTaskJanitor",7,3,"createJanitorExecutorService",1,"createJanitorExecutorService",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.configuration.reflection","ConfigurationParameterResolverFactory",7,4,"createInstance",1,"createInstance",""
"axon-modelling-5.1.2","org.axonframework.modelling","EntityIdResolutionException",6,4,"createMessage",5,"createMessage",""
"axon-modelling-5.1.2","org.axonframework.modelling","RepositoryAlreadyRegisteredException",6,6,"<init>",1,"<init>",""
"axon-modelling-5.1.2","org.axonframework.modelling","PayloadBasedEntityEvolver",6,4,"<init>",1,"<init>",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.child","GetterEvolverChildEntityFieldDefinition",6,4,"<init>",1,"evolveParentBasedOnChildInput",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.api","TagsConfiguration",6,3,"<init>",1,"<init>",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.event","AggregateBasedAxonServerEventStorageEngine$AggregateSource",6,1,"toString",1,"toString",""
"axon-update-5.1.2","org.axonframework.update.configuration","DefaultUsagePropertyProvider",6,2,"<init>",1,"getDisabled",""
"axon-common-5.1.2","org.axonframework.common","AxonException",6,2,"<init>",1,"<init>",""
"axon-common-5.1.2","org.axonframework.common","AxonNonTransientException",6,2,"<init>",4,"isCauseOf",""
"axon-common-5.1.2","org.axonframework.common","DirectExecutor",6,2,"<init>",1,"instance",""
"axon-common-5.1.2","org.axonframework.common.jdbc","ConnectionExecutor",6,3,"<init>",2,"apply",""
"axon-common-5.1.2","org.axonframework.common.jpa","EntityManagerExecutor",6,3,"apply",2,"apply",""
"axon-common-5.1.2","org.axonframework.common.jpa","SimpleEntityManagerProvider",6,4,"<init>",1,"lambda$new$0",""
"axon-test-5.1.2","org.axonframework.test","FixtureResourceParameterResolverFactory$FailingParameterResolver",6,3,"<init>",2,"resolveParameterValue",""
"axon-test-5.1.2","org.axonframework.test.fixture","RecordingEventBus",6,3,"<init>",1,"subscribe",""
"axon-test-5.1.2","org.axonframework.test.util","MessageMonitorReport$Report$Failure",6,1,"toString",1,"toString",""
"axon-test-5.1.2","org.axonframework.test.matchers","PredicateMatcher",6,3,"<init>",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","NoAppendCondition",6,2,"<init>",1,"consistencyMarker",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","TooManyTagsOnEventMessageException",6,4,"<init>",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore.jpa","AggregateBasedJpaEventStorageEngine$TokenAndEventBatch",6,1,"<init>",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore.jpa","AggregateBasedJpaEventStorageEngine$2",6,2,"afterCommit",1,"afterCommit",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore.jpa","AggregateBasedJpaEventStorageEngine$AggregateSource",6,1,"markerReference",1,"markerReference",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore.jpa","AggregateBasedJpaEventStorageEngine$TokenAndEvent",6,1,"equals",1,"equals",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling","CommandExecutionException",6,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling","CommandHandlerRegistry",6,4,"subscribe",1,"subscribe",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.interception","InterceptingCommandBus$InterceptingHandler",6,3,"handle",1,"handle",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.tracing","TracingCommandBus$TracingHandler",6,3,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","InMemoryTokenStore$ProcessAndSegmentId",6,1,"hashCode",1,"hashCode",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","InMemoryTokenStore$SegmentAndToken",6,1,"equals",1,"equals",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","PooledStreamingEventProcessor$SegmentToken",6,1,"equals",1,"equals",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","Coordinator$NoToken",6,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","SequenceCachingEventHandlingComponent$SequenceIdentifiersCache",6,3,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventstreaming","EventTypeRestrictableOrEventCriteria",6,4,"<init>",1,"andBeingOneOfTypes",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling","NoHandlerForQueryException",6,2,"forBus",1,"forBus",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling","QueryExecutionException",6,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","ConversionCache$Target",6,1,"toString",1,"toString",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","ConfigurationApplicationContext",6,4,"<init>",1,"component",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","RemoteHandlingException",6,3,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","QueueMessageStream$State",6,1,"toString",1,"toString",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","AggregateTypeParameterResolverFactory$AggregateTypeParameterResolver",6,4,"resolveParameterValue",2,"resolveParameterValue",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","DefaultParameterResolverFactory$MetadataParameterResolver",6,2,"<init>",2,"matches",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","SourceIdParameterResolverFactory$SourceIdParameterResolver",6,4,"resolveParameterValue",2,"resolveParameterValue",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","AnnotatedMessageHandlingMemberDefinition",6,3,"lambda$createHandler$0",1,"createHandler",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","MessageHandlerInterceptorMemberChain",6,4,"handle",2,"handle",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.sequencing","SequentialPerAggregatePolicy",6,3,"sequenceIdentifierFor",1,"<clinit>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork","UnitOfWork$UnitOfWorkProcessingContext$CauseAndPhase",6,1,"phase",1,"phase",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork","UnitOfWork$UnitOfWorkProcessingContext$Status",6,2,"<clinit>",1,"values",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork.annotation","ProcessingContextParameterResolverFactory",6,4,"createInstance",2,"createInstance",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot","TagsConfigurationProperties",6,2,"<init>",1,"getTags",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity","ChildEntityNotFoundException",5,3,"<init>",1,"<init>",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.api","AxonServerConfiguration$EventStoreConfiguration",5,2,"<init>",1,"isEnabled",""
"axon-common-5.1.2","org.axonframework.common","MemberAccessibilityCallback",5,3,"<init>",1,"run",""
"axon-common-5.1.2","org.axonframework.common.util","PriorityTask",5,4,"compareTo",2,"compareTo",""
"axon-common-5.1.2","org.axonframework.common.infra","FilesystemStyleComponentDescriptor$SymbolicLink",5,1,"equals",1,"equals",""
"axon-common-5.1.2","org.axonframework.common.lock","NoOpLock",5,2,"<init>",1,"<clinit>",""
"axon-common-5.1.2","org.axonframework.common.configuration","ComponentOverrideException",5,3,"exceptionMessageFor",2,"exceptionMessageFor",""
"axon-test-5.1.2","org.axonframework.test.fixture","AxonTestPhase$When",5,1,"command",1,"command",""
"axon-test-5.1.2","org.axonframework.test.util","MessageMonitorReport$Report$Ignored",5,1,"message",1,"message",""
"axon-test-5.1.2","org.axonframework.test.util","MessageMonitorReport$Report$Success",5,1,"message",1,"message",""
"axon-test-5.1.2","org.axonframework.test.matchers","NonTransientFieldsFilter",5,2,"<init>",2,"accept",""
"axon-test-5.1.2","org.axonframework.test.matchers","NonStaticFieldsFilter",5,2,"<init>",2,"accept",""
"axon-test-5.1.2","org.axonframework.test.matchers","AllFieldsFilter",5,2,"<init>",1,"<clinit>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.annotation.reflection","AnnotationBasedEventSourcedEntityFactoryDefinition",5,4,"createFactory",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","MetadataBasedTagResolver",5,3,"<init>",2,"resolve",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","SourcingCondition",5,1,"start",1,"start",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","EventTypeResolver",5,2,"withDefaultVersion",2,"lambda$withDefaultVersion$0",""
"axon-metrics-micrometer-5.1.2","org.axonframework.extension.metrics.micrometer.springboot","MetricsProperties$Micrometer",5,2,"setDimensional",1,"setDimensional",""
"axon-conversion-5.1.2","org.axonframework.conversion.jackson","ObjectNodeToJsonNodeConverter",5,1,"<init>",1,"<init>",""
"axon-conversion-5.1.2","org.axonframework.conversion.converter","ByteArrayToInputStreamConverter",5,1,"expectedSourceType",2,"convert",""
"axon-conversion-5.1.2","org.axonframework.conversion.converter","StringToByteArrayConverter",5,1,"expectedSourceType",2,"convert",""
"axon-conversion-5.1.2","org.axonframework.conversion.converter","ByteArrayToStringConverter",5,1,"<init>",2,"convert",""
"axon-conversion-5.1.2","org.axonframework.conversion.jackson2","ObjectNodeToJsonNodeConverter",5,1,"targetType",1,"targetType",""
"axon-messaging-5.1.2","org.axonframework.messaging.monitoring","MessageMonitor$MonitorCallback",5,4,"lambda$complete$0",2,"lambda$complete$0",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling","MetadataRoutingStrategy",5,3,"<init>",2,"getRoutingKey",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.annotation","TimestampParameterResolverFactory$TimestampParameterResolver",5,3,"resolveParameterValue",2,"resolveParameterValue",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay.annotation","ReplayContextParameterResolverFactory",5,4,"createInstance",2,"createInstance",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming","StreamingEventProcessor",5,2,"isReplaying",3,"lambda$isReplaying$0",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token.annotation","TrackingTokenParameterResolverFactory",5,3,"createInstance",2,"createInstance",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","PooledStreamingEventProcessorModule$Customization",5,2,"andThen",1,"andThen",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","SubscribingEventProcessorModule$Customization",5,2,"andThen",1,"noOp",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","EventProcessorCustomization",5,2,"andThen",1,"lambda$andThen$1",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.annotation","MethodQueryHandlerDefinition",5,3,"wrapHandler",1,"lambda$wrapHandler$0",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.interception","InterceptingQueryBus$QueryInterceptingDispatcher",5,3,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.interception","InterceptingQueryBus$InterceptingHandler",5,3,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","AbstractMessageStream$FetchResult$Completed",5,1,"hashCode",1,"hashCode",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","AbstractMessageStream$FetchResult$Value",5,1,"hashCode",1,"hashCode",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","MappedMessageStream",5,3,"<init>",1,"next",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","AbstractMessageStream$FetchResult$NotReady",5,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","FixedValueParameterResolver",5,3,"<init>",1,"matches",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.sequencing","SequentialPolicy",5,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.sequencing","PropertySequencingPolicy",5,3,"extractProperty",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.tracing","TracingHandlerEnhancerDefinition$1",5,2,"handleSync",1,"handleSync",""
"axon-messaging-5.1.2","org.axonframework.messaging.tracing.attributes","MetadataSpanAttributesProvider",5,3,"provideForMessage",1,"provideForMessage",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot","DeadLetterQueueProcessorProperties$DlqProcessorSettings",5,2,"setDlq",1,"getDlq",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot","DeadLetterQueueProcessorProperties$DlqCache",5,2,"<init>",1,"<init>",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot","PostgresqlProperties",5,2,"<init>",1,"<init>",""
"axon-modelling-5.1.2","org.axonframework.modelling","ConcurrencyException",4,2,"<init>",1,"<init>",""
"axon-modelling-5.1.2","org.axonframework.modelling","LoadedEntityNotOfExpectedTypeException",4,4,"<init>",1,"<init>",""
"axon-modelling-5.1.2","org.axonframework.modelling","MissingRepositoryException",4,4,"<init>",1,"<init>",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity","PolymorphicEntityMetamodelBuilder",4,1,"entityEvolver",1,"entityEvolver",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.annotation","RoutingKeyEventTargetMatcher",4,3,"<init>",1,"matches",""
"axon-common-5.1.2","org.axonframework.common","AxonTransientException",4,2,"<init>",1,"<init>",""
"axon-common-5.1.2","org.axonframework.common","AxonConfigurationException",4,2,"<init>",1,"<init>",""
"axon-common-5.1.2","org.axonframework.common","ProcessRetriesExhaustedException",4,2,"<init>",1,"<init>",""
"axon-common-5.1.2","org.axonframework.common.jdbc","DataSourceConnectionProvider",4,3,"<init>",1,"<init>",""
"axon-common-5.1.2","org.axonframework.common.jdbc","JdbcSQLErrorCodesResolver",4,2,"causeIsEntityExistsException",4,"causeIsEntityExistsException",""
"axon-common-5.1.2","org.axonframework.common.caching","WeakReferenceCache$Entry",4,3,"<init>",1,"getKey",""
"axon-common-5.1.2","org.axonframework.common.tx","TransactionalExecutor",4,2,"lambda$accept$0",1,"lambda$accept$0",""
"axon-common-5.1.2","org.axonframework.common.infra","ComponentDescriptorException",4,2,"<init>",1,"<init>",""
"axon-common-5.1.2","org.axonframework.common.lifecycle","ShutdownInProgressException",4,2,"<init>",1,"<init>",""
"axon-common-5.1.2","org.axonframework.common.lock","LockAcquisitionFailedException",4,2,"<init>",1,"<init>",""
"axon-common-5.1.2","org.axonframework.common.jpa","FactoryBasedEntityManagerProvider",4,3,"<init>",1,"getEntityManager",""
"axon-common-5.1.2","org.axonframework.common.configuration","ComponentDefinition$2",4,2,"<init>",1,"<init>",""
"axon-common-5.1.2","org.axonframework.common.configuration","AmbiguousComponentMatchException",4,4,"<init>",1,"<init>",""
"axon-test-5.1.2","org.axonframework.test","FixtureExecutionException",4,2,"<init>",1,"<init>",""
"axon-test-5.1.2","org.axonframework.test.matchers","NullOrVoidMatcher",4,2,"describeTo",3,"matches",""
"axon-test-5.1.2","org.axonframework.test.matchers","MatcherExecutionException",4,2,"<init>",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","EventCoordinator$1",4,2,"onEventsAppended",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","SnapshotEventMessage",4,2,"<init>",1,"payload",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","AnnotationBasedTagResolver$TagResolutionException",4,2,"<init>",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","EventStoreException",4,2,"<init>",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","ConsistencyMarker",4,3,"<clinit>",1,"<clinit>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","AppendCondition",4,1,"none",1,"none",""
"axon-metrics-micrometer-5.1.2","org.axonframework.extension.metrics.micrometer.springboot","MicrometerMetricsAutoConfiguration$1",4,2,"enhance",1,"<init>",""
"axon-conversion-5.1.2","org.axonframework.conversion","ConversionException",4,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling","CommandDispatchException",4,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling","DuplicateCommandHandlerSubscriptionException",4,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.annotation","CommandDispatcherParameterResolverFactoryConfigurationEnhancer",4,2,"enhance",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.annotation","CommandDispatcherParameterResolverFactory",4,3,"createInstance",2,"createInstance",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.gateway","FutureCommandResult",4,3,"<init>",1,"getResultMessage",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.gateway","CommandDispatcher",4,1,"send",1,"send",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.configuration","CommandHandlingModule$SetupPhase",4,4,"commandHandlers",1,"commandHandlers",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","EventHandlingComponent",4,1,"supportsReset",1,"supportsReset",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","EventHandlerRegistry",4,2,"subscribe",1,"subscribe",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.annotation","TimestampParameterResolverFactory",4,3,"<init>",1,"getResolver",""
