"moduleName","modulePath","fullQualifiedModuleName","numberOfModuleElements","languageElement","numberOfElements","Source Cypher File: domains/overview/queries/overview/Number_of_elements_per_module_for_Typescript.cypher"
"manifest","manifest.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-remix-routes-option-adapter/manifest.ts",3,"Function",1,""
"profiler","vite/profiler.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/profiler.ts",3,"Variable",3,""
"prompts-confirm","prompts-confirm.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/create-react-router/prompts-confirm.ts",3,"Interface",1,""
"prompts-confirm","prompts-confirm.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/create-react-router/prompts-confirm.ts",3,"TypeAlias",1,""
"prompts-confirm","prompts-confirm.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/create-react-router/prompts-confirm.ts",3,"Class",1,""
"prompts-select","prompts-select.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/create-react-router/prompts-select.ts",3,"Interface",2,""
"prompts-select","prompts-select.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/create-react-router/prompts-select.ts",3,"Class",1,""
"react-router-express","index.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-express/index.ts",3,"TypeAlias",2,""
"react-router-express","index.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-express/index.ts",3,"Function",1,""
"routes","lib/server-runtime/routes.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/routes.ts",3,"Function",1,""
"routes","lib/server-runtime/routes.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/routes.ts",3,"TypeAlias",1,""
"routes","lib/server-runtime/routes.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/routes.ts",3,"Interface",1,""
"server","lib/server-runtime/server.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/server.ts",3,"TypeAlias",2,""
"server","lib/server-runtime/server.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/server.ts",3,"Variable",1,""
"typegen","typegen/index.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/typegen/index.ts",3,"Function",2,""
"typegen","typegen/index.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/typegen/index.ts",3,"TypeAlias",1,""
"url","lib/router/url.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/url.ts",3,"Variable",2,""
"url","lib/router/url.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/router/url.ts",3,"Function",1,""
"babel","vite/babel.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/babel.ts",2,"Variable",2,""
"build","vite/build.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/build.ts",2,"Function",1,""
"build","vite/build.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/build.ts",2,"Interface",1,""
"cache","vite/cache.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/cache.ts",2,"Function",1,""
"cache","vite/cache.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/cache.ts",2,"TypeAlias",1,""
"context","typegen/context.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/typegen/context.ts",2,"Function",1,""
"context","typegen/context.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/typegen/context.ts",2,"TypeAlias",1,""
"copy-template","copy-template.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/create-react-router/copy-template.ts",2,"Class",1,""
"copy-template","copy-template.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/create-react-router/copy-template.ts",2,"Function",1,""
"create-react-router","index.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/create-react-router/index.ts",2,"Interface",1,""
"create-react-router","index.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/create-react-router/index.ts",2,"Function",1,""
"crypto","lib/server-runtime/crypto.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/crypto.ts",2,"Variable",2,""
"data","lib/server-runtime/data.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/data.ts",2,"Function",1,""
"data","lib/server-runtime/data.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/data.ts",2,"Interface",1,""
"dev","vite/dev.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/dev.ts",2,"Function",1,""
"dev","vite/dev.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/dev.ts",2,"Interface",1,""
"fileStorage","sessions/fileStorage.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-node/sessions/fileStorage.ts",2,"Function",2,""
"future","lib/types/future.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/types/future.ts",2,"TypeAlias",1,""
"future","lib/types/future.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/types/future.ts",2,"Interface",1,""
"global","lib/dom/global.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/dom/global.ts",2,"Interface",1,""
"global","lib/dom/global.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/dom/global.ts",2,"TypeAlias",1,""
"headers","lib/server-runtime/headers.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/headers.ts",2,"Function",2,""
"internal","lib/types/internal.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/types/internal.ts",2,"TypeAlias",2,""
"manifest","manifest.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/manifest.ts",2,"TypeAlias",2,""
"mode","lib/server-runtime/mode.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/mode.ts",2,"Enum",1,""
"mode","lib/server-runtime/mode.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/mode.ts",2,"Function",1,""
"node-adapter","vite/node-adapter.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/node-adapter.ts",2,"TypeAlias",1,""
"node-adapter","vite/node-adapter.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/node-adapter.ts",2,"Function",1,""
"prompts-multi-select","prompts-multi-select.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/create-react-router/prompts-multi-select.ts",2,"Interface",1,""
"prompts-multi-select","prompts-multi-select.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/create-react-router/prompts-multi-select.ts",2,"Class",1,""
"prompts-prompt-base","prompts-prompt-base.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/create-react-router/prompts-prompt-base.ts",2,"Class",1,""
"prompts-prompt-base","prompts-prompt-base.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/create-react-router/prompts-prompt-base.ts",2,"Interface",1,""
"prompts-text","prompts-text.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/create-react-router/prompts-text.ts",2,"Class",1,""
"prompts-text","prompts-text.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/create-react-router/prompts-text.ts",2,"Interface",1,""
"route","typegen/route.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/typegen/route.ts",2,"Function",2,""
"route-modules","lib/rsc/route-modules.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/rsc/route-modules.ts",2,"Function",2,""
"routeMatching","lib/server-runtime/routeMatching.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/routeMatching.ts",2,"Function",1,""
"routeMatching","lib/server-runtime/routeMatching.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/routeMatching.ts",2,"Interface",1,""
"server","server.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-node/server.ts",2,"Interface",1,""
"server","server.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-node/server.ts",2,"Function",1,""
"serverHandoff","lib/server-runtime/serverHandoff.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/serverHandoff.ts",2,"TypeAlias",1,""
"serverHandoff","lib/server-runtime/serverHandoff.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/serverHandoff.ts",2,"Function",1,""
"turbo-stream","vendor/turbo-stream-v2/turbo-stream.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/vendor/turbo-stream-v2/turbo-stream.ts",2,"Function",2,""
"vite","vite.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite.ts",2,"Variable",1,""
"vite","vite.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite.ts",2,"Function",1,""
"vite-node","vite/vite-node.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/vite-node.ts",2,"Function",1,""
"vite-node","vite/vite-node.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/vite-node.ts",2,"TypeAlias",1,""
"actions","lib/actions.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/actions.ts",1,"Function",1,""
"arcTableSessionStorage","sessions/arcTableSessionStorage.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-architect/sessions/arcTableSessionStorage.ts",1,"Function",1,""
"binaryTypes","binaryTypes.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-architect/binaryTypes.ts",1,"Function",1,""
"browser","lib/rsc/html-stream/browser.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/rsc/html-stream/browser.ts",1,"Function",1,""
"cloudflare","vite/cloudflare.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/cloudflare.ts",1,"Variable",1,""
"cloudflare-dev-proxy","vite/cloudflare-dev-proxy.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/cloudflare-dev-proxy.ts",1,"Variable",1,""
"combine-urls","vite/combine-urls.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/combine-urls.ts",1,"Function",1,""
"cookieStorage","lib/server-runtime/sessions/cookieStorage.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/sessions/cookieStorage.ts",1,"Function",1,""
"data","lib/dom/ssr/data.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/dom/ssr/data.ts",1,"Function",1,""
"detectPackageManager","cli/detectPackageManager.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/cli/detectPackageManager.ts",1,"Variable",1,""
"entry","lib/server-runtime/entry.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/entry.ts",1,"Function",1,""
"flatten","vendor/turbo-stream-v2/flatten.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/vendor/turbo-stream-v2/flatten.ts",1,"Function",1,""
"has-dependency","vite/has-dependency.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/has-dependency.ts",1,"Function",1,""
"has-rsc-plugin","vite/has-rsc-plugin.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/has-rsc-plugin.ts",1,"Function",1,""
"href","lib/href.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/href.ts",1,"Function",1,""
"invariant","invariant.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/invariant.ts",1,"Function",1,""
"invariant","lib/dom/ssr/invariant.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/dom/ssr/invariant.ts",1,"Function",1,""
"invariant","lib/server-runtime/invariant.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/invariant.ts",1,"Function",1,""
"is-react-router-repo","config/is-react-router-repo.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/config/is-react-router-repo.ts",1,"Function",1,""
"load-dotenv","vite/load-dotenv.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/load-dotenv.ts",1,"Function",1,""
"loading-indicator","loading-indicator.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/create-react-router/loading-indicator.ts",1,"Function",1,""
"markup","lib/dom/ssr/markup.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/dom/ssr/markup.ts",1,"Function",1,""
"memoryStorage","lib/server-runtime/sessions/memoryStorage.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/sessions/memoryStorage.ts",1,"Function",1,""
"normalizeSlashes","normalizeSlashes.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-fs-routes/normalizeSlashes.ts",1,"Function",1,""
"normalizeSlashes","normalizeSlashes.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-remix-routes-option-adapter/normalizeSlashes.ts",1,"Function",1,""
"optimize-deps-entries","vite/optimize-deps-entries.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/optimize-deps-entries.ts",1,"Function",1,""
"params","typegen/params.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/typegen/params.ts",1,"Function",1,""
"params","lib/types/params.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/types/params.ts",1,"TypeAlias",1,""
"plugin","vite/rsc/plugin.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/rsc/plugin.ts",1,"Function",1,""
"prompt","prompt.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/create-react-router/prompt.ts",1,"Function",1,""
"react-router-fs-routes","index.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-fs-routes/index.ts",1,"Function",1,""
"react-router-remix-routes-option-adapter","index.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-remix-routes-option-adapter/index.ts",1,"Function",1,""
"remove-exports","vite/remove-exports.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/remove-exports.ts",1,"Variable",1,""
"resolve-file-url","vite/resolve-file-url.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/resolve-file-url.ts",1,"Variable",1,""
"resolve-relative-route-file-path","vite/resolve-relative-route-file-path.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/resolve-relative-route-file-path.ts",1,"Function",1,""
"route-module","lib/types/route-module.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/types/route-module.ts",1,"TypeAlias",1,""
"route-module-annotations","lib/types/route-module-annotations.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/types/route-module-annotations.ts",1,"TypeAlias",1,""
"run","cli/run.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/cli/run.ts",1,"Function",1,""
"serializes-to","lib/types/serializes-to.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/types/serializes-to.ts",1,"TypeAlias",1,""
"server","lib/rsc/html-stream/server.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/rsc/html-stream/server.ts",1,"Function",1,""
"ssr-externals","vite/ssr-externals.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/ssr-externals.ts",1,"Variable",1,""
"unflatten","vendor/turbo-stream-v2/unflatten.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/vendor/turbo-stream-v2/unflatten.ts",1,"Function",1,""
"urls","lib/server-runtime/urls.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/urls.ts",1,"Function",1,""
"useJavascript","cli/useJavascript.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/cli/useJavascript.ts",1,"Function",1,""
"validate-plugin-order","vite/plugins/validate-plugin-order.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/plugins/validate-plugin-order.ts",1,"Function",1,""
"virtual-module","vite/virtual-module.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/virtual-module.ts",1,"Function",1,""
"virtual-route-config","vite/rsc/virtual-route-config.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/rsc/virtual-route-config.ts",1,"Function",1,""
"warn-on-client-source-maps","vite/plugins/warn-on-client-source-maps.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/plugins/warn-on-client-source-maps.ts",1,"Function",1,""
"warnings","lib/server-runtime/warnings.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router/lib/server-runtime/warnings.ts",1,"Function",1,""
"with-props","vite/with-props.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-dev/vite/with-props.ts",1,"Variable",1,""
"workersKVStorage","sessions/workersKVStorage.ts","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.1/source/react-router-7.18.1/packages/react-router-cloudflare/sessions/workersKVStorage.ts",1,"Function",1,""
