"artifactName","fullPackageName","typeName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfExternalPackages","numberOfExternalTypes","externalPackageNames","externalTypeNames","packageName","fullTypeName","Source Cypher File: domains/external-dependencies/queries/External_package_usage_per_type.cypher"
"axon-conversion-5.1.1","org.axonframework.conversion.avro","DefaultSchemaIncompatibilityChecker",3,12,2,3,"org.apache.commons.lang3.tuple,org.apache.avro","org.apache.commons.lang3.tuple.Pair,org.apache.avro.SchemaCompatibility$Incompatibility,org.apache.avro.Schema","avro","org.axonframework.conversion.avro.DefaultSchemaIncompatibilityChecker",""
"axon-conversion-5.1.1","org.axonframework.conversion.avro","GenericRecordToByteArrayConverter",2,9,2,2,"org.apache.avro.message,org.apache.avro.generic","org.apache.avro.message.BinaryMessageEncoder,org.apache.avro.generic.GenericRecord","avro","org.axonframework.conversion.avro.GenericRecordToByteArrayConverter",""
"axon-conversion-5.1.1","org.axonframework.conversion.jackson","JsonNodeToObjectNodeConverter",3,13,2,3,"tools.jackson.databind,tools.jackson.databind.node","tools.jackson.databind.JsonNode,tools.jackson.databind.node.ObjectNode,tools.jackson.databind.node.JsonNodeType","jackson","org.axonframework.conversion.jackson.JsonNodeToObjectNodeConverter",""
"axon-conversion-5.1.1","org.axonframework.conversion.jackson","ObjectNodeToJsonNodeConverter",2,9,2,2,"tools.jackson.databind,tools.jackson.databind.node","tools.jackson.databind.JsonNode,tools.jackson.databind.node.ObjectNode","jackson","org.axonframework.conversion.jackson.ObjectNodeToJsonNodeConverter",""
"axon-conversion-5.1.1","org.axonframework.conversion.jackson","JsonNodeToByteArrayConverter",3,10,2,3,"tools.jackson.databind,tools.jackson.core","tools.jackson.databind.JsonNode,tools.jackson.databind.ObjectMapper,tools.jackson.core.JacksonException","jackson","org.axonframework.conversion.jackson.JsonNodeToByteArrayConverter",""
"axon-conversion-5.1.1","org.axonframework.conversion.jackson","ByteArrayToJsonNodeConverter",3,9,2,3,"tools.jackson.databind,tools.jackson.core","tools.jackson.databind.JsonNode,tools.jackson.databind.ObjectMapper,tools.jackson.core.JacksonException","jackson","org.axonframework.conversion.jackson.ByteArrayToJsonNodeConverter",""
"axon-conversion-5.1.1","org.axonframework.conversion.jackson2","Jackson2Converter",4,29,2,4,"org.slf4j,com.fasterxml.jackson.databind","org.slf4j.Logger,org.slf4j.LoggerFactory,com.fasterxml.jackson.databind.ObjectMapper,com.fasterxml.jackson.databind.JavaType","jackson2","org.axonframework.conversion.jackson2.Jackson2Converter",""
"axon-conversion-5.1.1","org.axonframework.conversion.jackson2","ObjectNodeToJsonNodeConverter",2,9,2,2,"com.fasterxml.jackson.databind,com.fasterxml.jackson.databind.node","com.fasterxml.jackson.databind.JsonNode,com.fasterxml.jackson.databind.node.ObjectNode","jackson2","org.axonframework.conversion.jackson2.ObjectNodeToJsonNodeConverter",""
"axon-conversion-5.1.1","org.axonframework.conversion.jackson2","JsonNodeToObjectNodeConverter",3,13,2,3,"com.fasterxml.jackson.databind,com.fasterxml.jackson.databind.node","com.fasterxml.jackson.databind.JsonNode,com.fasterxml.jackson.databind.node.ObjectNode,com.fasterxml.jackson.databind.node.JsonNodeType","jackson2","org.axonframework.conversion.jackson2.JsonNodeToObjectNodeConverter",""
"axon-conversion-5.1.1","org.axonframework.conversion.jackson2","JsonNodeToByteArrayConverter",3,10,2,3,"com.fasterxml.jackson.databind,com.fasterxml.jackson.core","com.fasterxml.jackson.databind.JsonNode,com.fasterxml.jackson.databind.ObjectMapper,com.fasterxml.jackson.core.JsonProcessingException","jackson2","org.axonframework.conversion.jackson2.JsonNodeToByteArrayConverter",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.annotation.reflection","AnnotationBasedEventSourcedEntityFactory",2,5,2,2,"ScannedEntityCreator,IdTypeParameterResolver","ScannedEntityCreator.ScannedEntityCreator,IdTypeParameterResolver.IdTypeParameterResolver","reflection","org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.eventstore.jpa","AggregateBasedJpaEventStorageEngine",4,35,2,4,"org.slf4j,jakarta.persistence","org.slf4j.Logger,org.slf4j.LoggerFactory,jakarta.persistence.EntityManager,jakarta.persistence.TypedQuery","jpa","org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.eventstore.jpa","JpaPollingEventCoordinator",4,8,2,4,"org.slf4j,jakarta.persistence","org.slf4j.Logger,org.slf4j.LoggerFactory,jakarta.persistence.EntityManager,jakarta.persistence.TypedQuery","jpa","org.axonframework.eventsourcing.eventstore.jpa.JpaPollingEventCoordinator",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.eventstore.jpa","SQLErrorCodesResolver",3,5,2,3,"org.slf4j,jakarta.persistence","org.slf4j.Logger,org.slf4j.LoggerFactory,jakarta.persistence.EntityExistsException","jpa","org.axonframework.eventsourcing.eventstore.jpa.SQLErrorCodesResolver",""
"axon-messaging-5.1.1","org.axonframework.messaging.core","FluxMessageStream",2,8,2,2,"reactor.core.publisher,org.reactivestreams","reactor.core.publisher.Flux,org.reactivestreams.Subscription","core","org.axonframework.messaging.core.FluxMessageStream",""
"axon-messaging-5.1.1","org.axonframework.messaging.core","FluxUtils",4,12,2,4,"reactor.core.publisher,org.reactivestreams","reactor.core.publisher.Flux,org.reactivestreams.Publisher,reactor.core.publisher.Mono,reactor.core.publisher.FluxSink","core","org.axonframework.messaging.core.FluxUtils",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","JpaTokenStore",6,77,2,6,"org.slf4j,jakarta.persistence","org.slf4j.Logger,org.slf4j.LoggerFactory,jakarta.persistence.LockModeType,jakarta.persistence.EntityManager,jakarta.persistence.TypedQuery,jakarta.persistence.Query","jpa","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.JpaTokenStore",""
"axon-messaging-5.1.1","org.axonframework.messaging.queryhandling.annotation","MethodQueryHandlerDefinition$MethodQueryHandlingMember",3,3,2,3,"reactor.core.publisher,org.reactivestreams","reactor.core.publisher.Flux,org.reactivestreams.Publisher,reactor.core.publisher.Mono","annotation","org.axonframework.messaging.queryhandling.annotation.MethodQueryHandlerDefinition$MethodQueryHandlingMember",""
"axon-messaging-5.1.1","org.axonframework.messaging.queryhandling.gateway","QueryGateway",2,13,2,2,"org.reactivestreams,reactor.util.concurrent","org.reactivestreams.Publisher,reactor.util.concurrent.Queues","gateway","org.axonframework.messaging.queryhandling.gateway.QueryGateway",""
"axon-metrics-micrometer-5.1.1","org.axonframework.extension.metrics.micrometer","MetricsConfigurationEnhancer",2,6,2,2,"io.micrometer.core.instrument,io.micrometer.core.instrument.simple","io.micrometer.core.instrument.MeterRegistry,io.micrometer.core.instrument.simple.SimpleMeterRegistry","micrometer","org.axonframework.extension.metrics.micrometer.MetricsConfigurationEnhancer",""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.api","AxonServerConnectionManager",3,19,2,3,"io.axoniq.axonserver.connector,io.axoniq.axonserver.connector.control","io.axoniq.axonserver.connector.AxonServerConnection,io.axoniq.axonserver.connector.AxonServerConnectionFactory,io.axoniq.axonserver.connector.control.ControlChannel","api","io.axoniq.framework.axonserver.connector.api.AxonServerConnectionManager",""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.event","TaggedEventConverter",7,36,2,7,"com.google.protobuf,io.axoniq.axonserver.grpc.event.dcb","com.google.protobuf.ByteString,io.axoniq.axonserver.grpc.event.dcb.TaggedEvent,io.axoniq.axonserver.grpc.event.dcb.Event,io.axoniq.axonserver.grpc.event.dcb.Tag$Builder,io.axoniq.axonserver.grpc.event.dcb.Tag,io.axoniq.axonserver.grpc.event.dcb.TaggedEvent$Builder,io.axoniq.axonserver.grpc.event.dcb.Event$Builder","event","io.axoniq.framework.axonserver.connector.event.TaggedEventConverter",""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.event","ConditionConverter",13,38,2,13,"com.google.protobuf,io.axoniq.axonserver.grpc.event.dcb","com.google.protobuf.ByteString,io.axoniq.axonserver.grpc.event.dcb.ConsistencyCondition$Builder,io.axoniq.axonserver.grpc.event.dcb.SourceEventsRequest$Builder,io.axoniq.axonserver.grpc.event.dcb.StreamEventsRequest$Builder,io.axoniq.axonserver.grpc.event.dcb.Criterion$Builder,io.axoniq.axonserver.grpc.event.dcb.TagsAndNamesCriterion$Builder,io.axoniq.axonserver.grpc.event.dcb.Tag$Builder,io.axoniq.axonserver.grpc.event.dcb.ConsistencyCondition,io.axoniq.axonserver.grpc.event.dcb.SourceEventsRequest,io.axoniq.axonserver.grpc.event.dcb.StreamEventsRequest,io.axoniq.axonserver.grpc.event.dcb.Criterion,io.axoniq.axonserver.grpc.event.dcb.TagsAndNamesCriterion,io.axoniq.axonserver.grpc.event.dcb.Tag","event","io.axoniq.framework.axonserver.connector.event.ConditionConverter",""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.event","EventProcessorControlService$AxonProcessorInstructionHandler",2,8,2,2,"org.slf4j,io.axoniq.axonserver.connector.control","org.slf4j.Logger,io.axoniq.axonserver.connector.control.ProcessorInstructionHandler","event","io.axoniq.framework.axonserver.connector.event.EventProcessorControlService$AxonProcessorInstructionHandler",""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.event","AxonServerMessageStream",3,20,2,3,"io.axoniq.axonserver.connector.event,io.axoniq.axonserver.grpc.event","io.axoniq.axonserver.connector.event.EventStream,io.axoniq.axonserver.grpc.event.Event,io.axoniq.axonserver.grpc.event.EventWithToken","event","io.axoniq.framework.axonserver.connector.event.AxonServerMessageStream",""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.query","QueryResponseMessageStream",2,13,2,2,"io.axoniq.axonserver.connector,io.axoniq.axonserver.grpc.query","io.axoniq.axonserver.connector.ResultStream,io.axoniq.axonserver.grpc.query.QueryResponse","query","io.axoniq.framework.axonserver.connector.query.QueryResponseMessageStream",""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.query","QueryUpdateMessageStream",2,13,2,2,"io.axoniq.axonserver.connector,io.axoniq.axonserver.grpc.query","io.axoniq.axonserver.connector.ResultStream,io.axoniq.axonserver.grpc.query.QueryUpdate","query","io.axoniq.framework.axonserver.connector.query.QueryUpdateMessageStream",""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.query","FlowControlledResponseSender",4,14,2,4,"io.axoniq.axonserver.grpc.query,io.axoniq.axonserver.connector","io.axoniq.axonserver.grpc.query.QueryResponse,io.axoniq.axonserver.connector.ReplyChannel,io.axoniq.axonserver.connector.FlowControl,io.axoniq.axonserver.grpc.query.QueryResponse$Builder","query","io.axoniq.framework.axonserver.connector.query.FlowControlledResponseSender",""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.query","AxonServerQueryBusConnector$AxonServerUpdateCallback",2,9,2,2,"io.axoniq.axonserver.connector.query,io.axoniq.framework.messaging.queryhandling.distributed","io.axoniq.axonserver.connector.query.QueryHandler$UpdateHandler,io.axoniq.framework.messaging.queryhandling.distributed.QueryBusConnector$UpdateCallback","query","io.axoniq.framework.axonserver.connector.query.AxonServerQueryBusConnector$AxonServerUpdateCallback",""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.shared","ExceptionConverter",4,15,2,4,"com.google.protobuf,io.axoniq.axonserver.grpc","com.google.protobuf.ByteString,io.axoniq.axonserver.grpc.ErrorMessage,io.axoniq.axonserver.grpc.SerializedObject,io.axoniq.axonserver.grpc.ErrorMessage$Builder","shared","io.axoniq.framework.axonserver.connector.shared.ExceptionConverter",""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.util","GrpcMessageSizeInterceptor",7,9,2,7,"org.slf4j,io.grpc","org.slf4j.Logger,org.slf4j.LoggerFactory,io.grpc.ClientInterceptor,io.grpc.ClientCall,io.grpc.MethodDescriptor,io.grpc.CallOptions,io.grpc.Channel","util","io.axoniq.framework.axonserver.connector.util.GrpcMessageSizeInterceptor",""
"axon-test-5.1.1","org.axonframework.test.matchers","DeepEqualsMatcher",4,19,2,4,"org.hamcrest,org.slf4j","org.hamcrest.Description,org.hamcrest.BaseMatcher,org.slf4j.Logger,org.slf4j.LoggerFactory","matchers","org.axonframework.test.matchers.DeepEqualsMatcher",""
"axoniq-spring-boot-autoconfigure-5.1.1","io.axoniq.framework.springboot.service.connection","AxonServerTestContainerConnectionDetailsFactory$AxonServerContainerConnectionDetails",3,8,2,3,"io.axoniq.framework.testcontainer,org.springframework.boot.testcontainers.service.connection","io.axoniq.framework.testcontainer.AxonServerContainer,org.springframework.boot.testcontainers.service.connection.ContainerConnectionSource,org.springframework.boot.testcontainers.service.connection.ContainerConnectionDetailsFactory$ContainerConnectionDetails","connection","io.axoniq.framework.springboot.service.connection.AxonServerTestContainerConnectionDetailsFactory$AxonServerContainerConnectionDetails",""
"axon-common-5.1.1","org.axonframework.common","TypeReflectionUtils",2,5,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","common","org.axonframework.common.TypeReflectionUtils",""
"axon-common-5.1.1","org.axonframework.common","TypeReflectionUtils$VarMap",1,1,1,1,"org.slf4j","org.slf4j.Logger","common","org.axonframework.common.TypeReflectionUtils$VarMap",""
"axon-common-5.1.1","org.axonframework.common","IdentifierFactory",2,8,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","common","org.axonframework.common.IdentifierFactory",""
"axon-common-5.1.1","org.axonframework.common","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","common","org.axonframework.common.package-info",""
"axon-common-5.1.1","org.axonframework.common.annotation","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","annotation","org.axonframework.common.annotation.package-info",""
"axon-common-5.1.1","org.axonframework.common.caching","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","caching","org.axonframework.common.caching.package-info",""
"axon-common-5.1.1","org.axonframework.common.caching","EhCacheAdapter$CacheEventListenerAdapter",3,11,1,3,"org.ehcache.event","org.ehcache.event.CacheEventListener,org.ehcache.event.CacheEvent,org.ehcache.event.EventType","caching","org.axonframework.common.caching.EhCacheAdapter$CacheEventListenerAdapter",""
"axon-common-5.1.1","org.axonframework.common.caching","EhCacheAdapter$1",1,11,1,1,"org.ehcache.event","org.ehcache.event.EventType","caching","org.axonframework.common.caching.EhCacheAdapter$1",""
"axon-common-5.1.1","org.axonframework.common.configuration","DefaultAxonApplication",2,2,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","configuration","org.axonframework.common.configuration.DefaultAxonApplication",""
"axon-common-5.1.1","org.axonframework.common.configuration","DefaultAxonApplication$AxonConfigurationImpl",1,10,1,1,"org.slf4j","org.slf4j.Logger","configuration","org.axonframework.common.configuration.DefaultAxonApplication$AxonConfigurationImpl",""
"axon-common-5.1.1","org.axonframework.common.configuration","DefaultComponentRegistry",2,15,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","configuration","org.axonframework.common.configuration.DefaultComponentRegistry",""
"axon-common-5.1.1","org.axonframework.common.configuration","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","configuration","org.axonframework.common.configuration.package-info",""
"axon-common-5.1.1","org.axonframework.common.digest","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","digest","org.axonframework.common.digest.package-info",""
"axon-common-5.1.1","org.axonframework.common.function","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","function","org.axonframework.common.function.package-info",""
"axon-common-5.1.1","org.axonframework.common.infra","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","infra","org.axonframework.common.infra.package-info",""
"axon-common-5.1.1","org.axonframework.common.io","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","io","org.axonframework.common.io.package-info",""
"axon-common-5.1.1","org.axonframework.common.jdbc","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","jdbc","org.axonframework.common.jdbc.package-info",""
"axon-common-5.1.1","org.axonframework.common.jpa","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","jpa","org.axonframework.common.jpa.package-info",""
"axon-common-5.1.1","org.axonframework.common.jpa","SimpleEntityManagerProvider",1,3,1,1,"jakarta.persistence","jakarta.persistence.EntityManager","jpa","org.axonframework.common.jpa.SimpleEntityManagerProvider",""
"axon-common-5.1.1","org.axonframework.common.jpa","FactoryBasedEntityManagerProvider",2,5,1,2,"jakarta.persistence","jakarta.persistence.EntityManager,jakarta.persistence.EntityManagerFactory","jpa","org.axonframework.common.jpa.FactoryBasedEntityManagerProvider",""
"axon-common-5.1.1","org.axonframework.common.jpa","EntityManagerProvider",1,1,1,1,"jakarta.persistence","jakarta.persistence.EntityManager","jpa","org.axonframework.common.jpa.EntityManagerProvider",""
"axon-common-5.1.1","org.axonframework.common.jpa","EntityManagerExecutor",1,2,1,1,"jakarta.persistence","jakarta.persistence.EntityManager","jpa","org.axonframework.common.jpa.EntityManagerExecutor",""
"axon-common-5.1.1","org.axonframework.common.lifecycle","ShutdownLatch",2,3,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","lifecycle","org.axonframework.common.lifecycle.ShutdownLatch",""
"axon-common-5.1.1","org.axonframework.common.lifecycle","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","lifecycle","org.axonframework.common.lifecycle.package-info",""
"axon-common-5.1.1","org.axonframework.common.lock","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","lock","org.axonframework.common.lock.package-info",""
"axon-common-5.1.1","org.axonframework.common.property","AbstractMethodPropertyAccessStrategy",2,5,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","property","org.axonframework.common.property.AbstractMethodPropertyAccessStrategy",""
"axon-common-5.1.1","org.axonframework.common.property","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","property","org.axonframework.common.property.package-info",""
"axon-common-5.1.1","org.axonframework.common.tx","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","tx","org.axonframework.common.tx.package-info",""
"axon-common-5.1.1","org.axonframework.common.util","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","util","org.axonframework.common.util.package-info",""
"axon-conversion-5.1.1","org.axonframework.conversion","ChainingContentTypeConverter",2,5,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","conversion","org.axonframework.conversion.ChainingContentTypeConverter",""
"axon-conversion-5.1.1","org.axonframework.conversion","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","conversion","org.axonframework.conversion.package-info",""
"axon-conversion-5.1.1","org.axonframework.conversion.avro","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","avro","org.axonframework.conversion.avro.package-info",""
"axon-conversion-5.1.1","org.axonframework.conversion.avro","AvroConverterConfiguration",1,4,1,1,"org.apache.avro.message","org.apache.avro.message.SchemaStore","avro","org.axonframework.conversion.avro.AvroConverterConfiguration",""
"axon-conversion-5.1.1","org.axonframework.conversion.avro","AvroConverterStrategy",1,1,1,1,"org.apache.avro.generic","org.apache.avro.generic.GenericRecord","avro","org.axonframework.conversion.avro.AvroConverterStrategy",""
"axon-conversion-5.1.1","org.axonframework.conversion.avro","SchemaIncompatibilityChecker",2,6,1,2,"org.apache.avro","org.apache.avro.SchemaCompatibility$Incompatibility,org.apache.avro.Schema","avro","org.axonframework.conversion.avro.SchemaIncompatibilityChecker",""
"axon-conversion-5.1.1","org.axonframework.conversion.converter","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","converter","org.axonframework.conversion.converter.package-info",""
"axon-conversion-5.1.1","org.axonframework.conversion.jackson","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","jackson","org.axonframework.conversion.jackson.package-info",""
"axon-conversion-5.1.1","org.axonframework.conversion.jackson2","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","jackson2","org.axonframework.conversion.jackson2.package-info",""
"axon-conversion-5.1.1","org.axonframework.conversion.jackson2","ByteArrayToJsonNodeConverter",2,8,1,2,"com.fasterxml.jackson.databind","com.fasterxml.jackson.databind.JsonNode,com.fasterxml.jackson.databind.ObjectMapper","jackson2","org.axonframework.conversion.jackson2.ByteArrayToJsonNodeConverter",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","eventsourcing","org.axonframework.eventsourcing.package-info",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.annotation","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","annotation","org.axonframework.eventsourcing.annotation.package-info",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.annotation","AnnotationBasedEventCriteriaResolver",1,1,1,1,"WrappedEventCriteriaBuilderMethod","WrappedEventCriteriaBuilderMethod.WrappedEventCriteriaBuilderMethod","annotation","org.axonframework.eventsourcing.annotation.AnnotationBasedEventCriteriaResolver",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.annotation.reflection","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","reflection","org.axonframework.eventsourcing.annotation.reflection.package-info",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.configuration","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","configuration","org.axonframework.eventsourcing.configuration.package-info",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.eventstore","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","eventstore","org.axonframework.eventsourcing.eventstore.package-info",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.eventstore","DefaultEventStoreTransaction",2,3,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","eventstore","org.axonframework.eventsourcing.eventstore.DefaultEventStoreTransaction",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.eventstore","SnapshotCapableEventStorageEngine",2,3,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","eventstore","org.axonframework.eventsourcing.eventstore.SnapshotCapableEventStorageEngine",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.eventstore.inmemory","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","inmemory","org.axonframework.eventsourcing.eventstore.inmemory.package-info",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.eventstore.inmemory","InMemoryEventStorageEngine",2,12,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","inmemory","org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.eventstore.inmemory","InMemoryEventStorageEngine$1",1,2,1,1,"org.slf4j","org.slf4j.Logger","inmemory","org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$1",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.eventstore.jpa","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","jpa","org.axonframework.eventsourcing.eventstore.jpa.package-info",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.eventstore.jpa","GapAwareTrackingTokenOperations",1,6,1,1,"org.slf4j","org.slf4j.Logger","jpa","org.axonframework.eventsourcing.eventstore.jpa.GapAwareTrackingTokenOperations",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.eventstore.jpa","AggregateEventEntry",10,14,1,10,"jakarta.persistence","jakarta.persistence.Entity,jakarta.persistence.Table,jakarta.persistence.Index,jakarta.persistence.Id,jakarta.persistence.GeneratedValue,jakarta.persistence.GenerationType,jakarta.persistence.SequenceGenerator,jakarta.persistence.Basic,jakarta.persistence.Lob,jakarta.persistence.Column","jpa","org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.handler","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","handler","org.axonframework.eventsourcing.handler.package-info",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.handler","SnapshottingEntityLifecycleHandler",2,5,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","handler","org.axonframework.eventsourcing.handler.SnapshottingEntityLifecycleHandler",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.snapshot.api","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","api","org.axonframework.eventsourcing.snapshot.api.package-info",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.snapshot.inmemory","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","inmemory","org.axonframework.eventsourcing.snapshot.inmemory.package-info",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.snapshot.store","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","store","org.axonframework.eventsourcing.snapshot.store.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.commandhandling","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","commandhandling","org.axonframework.messaging.commandhandling.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.commandhandling","SimpleCommandBus",2,8,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","commandhandling","org.axonframework.messaging.commandhandling.SimpleCommandBus",""
"axon-messaging-5.1.1","org.axonframework.messaging.commandhandling.annotation","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","annotation","org.axonframework.messaging.commandhandling.annotation.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.commandhandling.configuration","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","configuration","org.axonframework.messaging.commandhandling.configuration.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.commandhandling.gateway","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","gateway","org.axonframework.messaging.commandhandling.gateway.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.commandhandling.interception","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","interception","org.axonframework.messaging.commandhandling.interception.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.commandhandling.interception","CommandSequencingInterceptor",2,7,1,2,"org.slf4j","org.slf4j.Logger,org.slf4j.LoggerFactory","interception","org.axonframework.messaging.commandhandling.interception.CommandSequencingInterceptor",""
"axon-messaging-5.1.1","org.axonframework.messaging.commandhandling.retry","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","retry","org.axonframework.messaging.commandhandling.retry.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.commandhandling.tracing","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","tracing","org.axonframework.messaging.commandhandling.tracing.package-info",""
"axon-messaging-5.1.1","org.axonframework.messaging.core","package-info",1,1,1,1,"org.jspecify.annotations","org.jspecify.annotations.NullMarked","core","org.axonframework.messaging.core.package-info",""
